,Unnamed: 0,datesql,Animal_ID,Group_ID,Lactation_Num,DIM,AnimalStatus,Gynecology_Status,Yield(gr),ProdRate(gr/hr),Fat(%),Avg_Fat(%),Protein(%),Avg_Protein(%),Lactose,Avg_Lactose(%),Conductivity,Avg_Conductivity,Milking_Time(seconds),Avg_Milking_Time(seconds),Activity(steps/hr),ActivityDeviation(%),RestBout(#),RestPerBout(min),RestRatio(%),RestRestlessness,RestTime(min),Weight(gr),monetary_worth
197135,299760,2018-05-09,9965,11,1,289,Dry,Pregnant,4846.0,201.0,4.93,4.94,3.3,3.11,4.43,4.38,9.4,9.3,126.0,140.0,289.0,64.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1279.6475364079852
197523,300377,2018-05-09,1476397179,11,5,248,Dry,Pregnant,2641.0,91.0,4.12,4.3,3.5,3.64,3.33,3.8,13.5,12.0,129.0,129.0,258.0,113.0,10.0,55.0,38.0,34.0,550.0,0.0,713.2895368885676
204156,309118,2018-11-09,9833,11,1,438,Dry,Pregnant,8739.0,364.0,4.55,4.63,3.32,3.33,4.33,4.56,11.4,9.4,131.0,134.0,252.0,79.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2362.5279467135792
204239,309246,2018-11-09,11004,11,1,354,Dry,Pregnant,16369.0,682.0,4.74,4.5,3.65,3.41,4.56,4.27,8.2,8.3,131.0,132.0,266.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4014.3688856974713
204721,309805,2018-11-09,1476397181,11,3,232,Dry,Pregnant,18072.0,494.0,4.24,3.57,3.17,2.64,4.03,3.23,9.8,9.6,178.0,174.0,182.0,-1.0,1.0,184.0,38.0,50.0,184.0,0.0,2749.751740232096
204734,309824,2018-11-09,1476397203,11,3,228,Dry,Pregnant,18613.0,775.0,3.38,3.36,2.73,2.78,4.32,4.1,12.7,11.9,154.0,137.0,190.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4715.285278302656
205422,310686,2018-12-09,9833,11,1,438,Dry,Pregnant,7112.0,296.0,5.11,4.66,3.31,3.31,4.37,4.59,9.9,9.3,131.0,133.0,205.0,39.0,5.0,96.0,33.0,47.0,481.0,0.0,2564.1499860174586
205504,310814,2018-12-09,11004,11,1,354,Dry,Pregnant,8602.0,705.0,4.89,4.64,3.63,3.48,4.65,4.36,8.6,8.1,131.0,133.0,259.0,35.0,6.0,84.0,35.0,55.0,502.0,0.0,6162.433637370457
205990,311394,2018-12-09,1476397203,11,3,228,Dry,Pregnant,7956.0,959.0,3.17,3.47,2.84,2.78,4.21,4.1,12.1,11.9,150.0,132.0,207.0,17.0,5.0,61.0,21.0,75.0,303.0,0.0,4156.72015449235
212756,319707,2018-09-18,8150,11,4,304,Dry,Pregnant,16563.0,690.0,3.67,3.79,3.05,3.02,4.34,4.32,11.5,11.5,145.0,138.0,131.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4208.54398601666
212902,319899,2018-09-18,9293,11,2,219,Dry,Pregnant,11025.0,459.0,3.05,2.86,2.71,2.7,3.87,3.8,14.3,12.3,130.0,138.0,180.0,18.0,2.0,80.0,33.0,46.0,159.0,0.0,2302.1713810337246
212943,319956,2018-09-18,9448,11,2,251,Dry,Pregnant,17316.0,721.0,3.73,3.85,3.09,2.93,4.62,4.36,10.9,9.8,157.0,138.0,251.0,51.0,3.0,86.0,54.0,23.0,258.0,0.0,3468.604829920256
214068,321278,2018-09-19,8150,11,4,304,Dry,Pregnant,7900.0,705.0,4.51,3.78,3.1,3.05,4.37,4.31,11.0,11.5,127.0,145.0,183.0,34.0,8.0,69.0,38.0,34.0,550.0,0.0,4926.901053219512
214214,321470,2018-09-19,9293,11,2,219,Dry,Pregnant,7978.0,723.0,3.27,2.98,2.62,2.85,3.94,3.98,14.0,12.3,129.0,137.0,263.0,70.0,8.0,74.0,41.0,37.0,595.0,0.0,4111.133892167187
214255,321527,2018-09-19,9448,11,2,251,Dry,Pregnant,8028.0,773.0,4.56,3.99,3.13,3.01,4.66,4.49,9.7,9.7,130.0,141.0,250.0,39.0,8.0,54.0,30.0,61.0,430.0,0.0,5848.093456620431
255442,372379,2018-10-22,220,11,2,284,Dry,Heat,8534.0,514.0,4.02,4.53,3.48,3.38,4.28,4.39,9.5,9.7,135.0,132.0,190.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3555.930073570609
255454,372405,2018-10-22,2296,11,2,298,Dry,Pregnant,9293.0,561.0,3.92,4.23,3.29,3.24,4.07,4.16,12.1,11.1,155.0,148.0,197.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4705.336904152224
255497,372456,2018-10-22,4016,11,2,269,Dry,Pregnant,7668.0,465.0,3.84,3.64,3.24,3.12,4.37,4.39,12.1,11.5,129.0,132.0,175.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2841.6638752184376
255504,372465,2018-10-22,4303,11,2,339,Dry,Pregnant,11813.0,711.0,4.13,4.35,3.46,3.37,4.55,4.68,10.8,9.9,154.0,137.0,179.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4574.848851498468
255557,372522,2018-10-22,5794,11,3,333,Dry,Pregnant,10960.0,672.0,4.24,4.29,3.37,3.21,4.52,4.57,10.8,11.0,129.0,131.0,128.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4347.576051249199
255567,372535,2018-10-22,6198,11,2,265,Dry,Pregnant,8996.0,543.0,4.39,4.36,3.37,3.36,4.63,4.67,10.0,9.5,127.0,130.0,152.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4002.105518033038
255575,372545,2018-10-22,6228,11,2,232,Dry,Pregnant,10908.0,662.0,3.9,3.85,3.37,3.28,4.36,4.39,10.9,10.3,173.0,141.0,150.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3336.93375385398
255633,372605,2018-10-22,6439,11,1,444,Dry,Pregnant,12036.0,723.0,4.18,4.09,3.44,3.33,4.48,4.56,9.1,9.2,135.0,135.0,223.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5742.589808843169
255653,372633,2018-10-22,7051,11,6,246,Dry,Pregnant,11452.0,699.0,2.72,3.11,2.49,2.72,4.1,4.05,11.2,10.5,193.0,155.0,209.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3993.043928034206
255665,372646,2018-10-22,7746,11,5,259,Dry,Pregnant,7790.0,469.0,4.15,4.25,3.19,3.06,4.39,4.44,10.2,9.7,130.0,143.0,172.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2187.3598397441106
255666,372647,2018-10-22,7768,11,5,215,Dry,Pregnant,10961.0,665.0,3.77,3.69,3.22,3.12,4.27,4.19,9.4,9.3,199.0,173.0,163.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3621.0835698363744
255673,372656,2018-10-22,7905,11,2,230,Dry,Pregnant,12650.0,765.0,3.95,4.18,3.35,3.29,4.63,4.7,9.8,9.8,154.0,144.0,169.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4031.374755419592
255688,372675,2018-10-22,8055,11,4,325,Dry,Pregnant,13919.0,834.0,4.07,4.04,3.3,3.13,4.49,4.36,10.2,9.4,166.0,147.0,124.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4176.582047639836
255693,372680,2018-10-22,8140,11,4,303,Dry,Pregnant,9940.0,597.0,3.97,4.14,3.38,3.3,4.25,4.38,10.0,9.7,130.0,128.0,175.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4447.918738947503
255707,372700,2018-10-22,8352,11,3,382,Dry,Pregnant,8990.0,541.0,4.22,4.52,3.32,3.22,4.55,4.62,10.8,10.4,130.0,128.0,146.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4026.170116602757
255727,372729,2018-10-22,8662,11,3,274,Dry,Pregnant,14446.0,877.0,3.06,3.52,3.15,3.0,4.3,4.3,11.9,12.0,130.0,133.0,216.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6036.782487457511
255729,372731,2018-10-22,8671,11,3,274,Dry,Pregnant,14894.0,895.0,3.37,4.12,3.31,3.22,4.3,4.42,11.6,10.5,129.0,131.0,201.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6937.228500034297
255735,372739,2018-10-22,8714,11,3,259,Dry,Pregnant,10827.0,650.0,4.34,4.2,3.57,3.31,4.3,4.4,9.7,9.8,154.0,143.0,209.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5176.984296432286
255741,372746,2018-10-22,8750,11,3,323,Dry,Pregnant,10916.0,660.0,4.26,4.44,3.49,3.52,4.42,4.47,10.0,9.9,178.0,171.0,162.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5266.394320118099
255774,372782,2018-10-22,8940,11,3,241,Dry,Pregnant,9984.0,617.0,2.98,3.25,3.07,2.96,4.33,4.42,10.7,10.4,132.0,136.0,108.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4719.792494010075
255873,372908,2018-10-22,9391,11,2,320,Dry,Pregnant,11276.0,678.0,3.31,4.19,2.78,2.76,4.32,4.45,10.2,9.9,129.0,135.0,199.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3124.7839288748028
255880,372918,2018-10-22,9419,11,2,288,Dry,Pregnant,13415.0,813.0,4.0,3.89,2.94,2.7,4.47,4.28,10.6,10.8,176.0,157.0,151.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4680.619346073094
255891,372935,2018-10-22,9467,11,2,206,Dry,Pregnant,10024.0,610.0,3.85,4.22,3.02,3.05,4.16,4.47,12.0,10.4,132.0,139.0,185.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4803.853060258746
255913,372966,2018-10-22,9556,11,2,280,Dry,Pregnant,12075.0,726.0,4.05,4.14,3.38,3.17,4.23,4.14,11.1,10.6,158.0,166.0,173.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4792.463220962968
256083,373165,2018-10-22,9966,11,1,333,Dry,Pregnant,8654.0,525.0,4.52,4.66,3.15,3.28,4.37,4.41,8.8,8.9,131.0,135.0,134.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3413.914390520558
256238,373375,2018-10-22,11264,11,1,258,Dry,Pregnant,8999.0,538.0,3.71,3.77,3.13,2.87,4.68,4.4,8.8,9.0,133.0,164.0,196.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3988.192188809483
256583,373754,2018-10-22,1476397185,11,2,373,Dry,Pregnant,8923.0,541.0,3.98,4.05,3.22,3.28,4.17,4.12,9.9,9.8,178.0,129.0,176.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3426.295379786925
256692,373885,2018-10-22,1476397335,11,2,293,Dry,Pregnant,8719.0,525.0,3.95,4.18,3.18,3.11,4.53,4.7,13.5,11.2,129.0,129.0,174.0,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2450.593442830054
274433,395818,2018-06-11,8038,11,4,320,Dry,Pregnant,8868.0,369.0,3.05,2.81,2.93,2.65,4.13,3.7,12.3,13.0,129.0,138.0,162.0,45.0,4.0,58.0,49.0,28.0,234.0,0.0,2212.429607760636
275417,397009,2018-06-11,1476397303,11,3,292,Dry,Pregnant,2756.0,114.0,3.58,2.69,2.82,2.81,3.25,2.87,13.2,13.4,129.0,141.0,147.0,11.0,1.0,187.0,45.0,24.0,187.0,0.0,612.5118453040548
275697,397363,2018-07-11,8038,11,4,320,Dry,Pregnant,3807.0,158.0,3.04,2.81,2.71,2.79,3.8,3.71,13.5,13.3,130.0,138.0,203.0,69.0,7.0,76.0,37.0,40.0,531.0,0.0,919.3448547496968
276689,398555,2018-07-11,1476397303,11,3,292,Dry,Pregnant,1866.0,77.0,3.26,2.77,2.61,2.8,3.17,2.87,14.1,13.3,134.0,140.0,174.0,30.0,5.0,80.0,28.0,46.0,402.0,0.0,390.7634438618738
283147,406434,2018-11-13,4002,11,2,300,Dry,Pregnant,13071.0,544.0,4.15,4.31,3.16,3.19,4.62,4.63,11.7,11.0,131.0,132.0,238.0,65.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2980.9260897688227
283447,406804,2018-11-13,9123,11,2,475,Dry,Pregnant,4912.0,204.0,4.2,4.54,3.65,3.62,4.04,4.4,13.5,11.6,129.0,131.0,330.0,69.0,3.0,97.0,61.0,21.0,291.0,0.0,1854.49297739914
284310,407840,2018-11-13,1476397291,11,3,302,Dry,Pregnant,10819.0,450.0,3.7,3.52,3.07,3.03,4.11,3.89,12.5,11.2,148.0,152.0,199.0,54.0,3.0,111.0,69.0,13.0,333.0,0.0,2201.6610920656804
284426,407990,2018-11-14,4002,11,2,300,Dry,Pregnant,5798.0,241.0,4.45,4.29,3.06,3.2,4.55,4.68,10.9,10.8,129.0,130.0,291.0,89.0,2.0,206.0,29.0,64.0,412.0,0.0,1420.882768602229
284727,408360,2018-11-14,9123,11,2,475,Dry,Pregnant,2410.0,100.0,4.64,4.44,3.58,3.63,3.91,4.29,12.4,11.8,126.0,132.0,322.0,65.0,9.0,73.0,46.0,44.0,661.0,0.0,776.5446559747846
285590,409396,2018-11-14,1476397291,11,3,302,Dry,Pregnant,8430.0,351.0,3.85,3.59,3.22,3.16,4.05,4.15,15.5,11.4,153.0,156.0,185.0,36.0,5.0,109.0,38.0,35.0,544.0,0.0,1798.2421091022431
292289,417663,2018-11-20,8871,11,3,259,Dry,Pregnant,16501.0,687.0,3.22,3.47,3.09,2.82,3.96,4.07,12.0,12.0,168.0,149.0,172.0,29.0,5.0,54.0,56.0,22.0,268.0,0.0,4251.338660255128
292494,417920,2018-11-20,9696,11,2,255,Dry,Pregnant,12035.0,501.0,3.87,4.29,3.18,3.18,4.48,4.48,11.8,10.6,134.0,132.0,212.0,66.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3686.412523088709
292697,418166,2018-11-20,11082,11,1,373,Dry,Pregnant,13130.0,547.0,4.54,4.37,3.25,3.29,4.46,4.46,9.1,8.7,129.0,128.0,160.0,28.0,18.0,64.0,62.0,19.0,1159.0,0.0,4435.929336699547
293559,419226,2018-11-21,8871,11,3,259,Dry,Pregnant,3190.0,132.0,3.84,3.43,2.56,2.81,3.89,4.1,11.3,12.0,131.0,148.0,218.0,52.0,6.0,86.0,36.0,40.0,514.0,0.0,981.6028972456028
293763,419483,2018-11-21,9696,11,2,255,Dry,Pregnant,2430.0,101.0,5.47,4.21,3.05,3.2,4.22,4.46,10.1,10.8,132.0,131.0,183.0,31.0,7.0,94.0,44.0,27.0,655.0,0.0,724.4855312232116
293964,419729,2018-11-21,11082,11,1,373,Dry,Pregnant,2307.0,96.0,4.85,4.46,3.35,3.28,4.38,4.47,8.2,8.9,129.0,127.0,190.0,50.0,13.0,58.0,50.0,27.0,748.0,0.0,538.0353444930587
318704,449907,2018-11-12,6229,11,2,302,Dry,Pregnant,14851.0,618.0,4.98,4.81,3.42,3.32,4.34,4.34,10.3,9.6,141.0,139.0,217.0,34.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3658.775442341771
318720,449929,2018-11-12,6294,11,2,245,Dry,Pregnant,14625.0,609.0,3.79,4.03,2.82,2.96,4.3,4.51,13.5,11.9,130.0,138.0,207.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3156.519100756293
318835,450067,2018-11-12,8475,11,4,251,Dry,Pregnant,16524.0,688.0,3.64,3.88,3.35,3.33,4.61,4.52,10.6,10.4,129.0,134.0,240.0,21.0,8.0,24.0,41.0,39.0,196.0,0.0,6033.872255122626
319818,451252,2018-11-12,1476397341,11,3,419,Dry,Pregnant,8248.0,343.0,3.93,3.81,2.96,3.06,4.06,4.13,11.5,11.1,129.0,128.0,138.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2766.769049583094
319984,451451,2018-12-12,6229,11,2,302,Dry,Pregnant,8963.0,743.0,5.13,4.83,3.47,3.31,4.3,4.31,9.8,9.6,142.0,135.0,188.0,13.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4777.564867032094
320000,451473,2018-12-12,6294,11,2,245,Dry,Pregnant,7784.0,674.0,4.16,3.95,2.95,2.89,4.36,4.43,13.0,11.5,136.0,139.0,178.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4393.25894238401
320114,451611,2018-12-12,8475,11,4,251,Dry,Pregnant,9643.0,846.0,4.08,3.75,3.33,3.37,4.57,4.53,9.9,10.3,127.0,132.0,247.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4585.677600335819
345564,482633,2019-01-01,6256,11,2,327,Dry,Pregnant,15921.0,663.0,4.68,4.44,3.18,3.2,4.54,4.53,10.2,9.6,131.0,129.0,201.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4066.0226779615095
345696,482799,2019-01-01,8628,11,3,346,Dry,Pregnant,16925.0,705.0,4.95,4.93,3.47,3.58,4.49,4.49,10.2,9.9,159.0,154.0,270.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5471.100407885496
345800,482925,2019-01-01,9201,11,2,242,Dry,Pregnant,19416.0,809.0,4.42,4.25,3.3,3.16,4.47,4.26,10.4,9.7,130.0,140.0,179.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5637.53341359854
346111,483285,2019-01-01,10791,11,2,216,Dry,Pregnant,12741.0,530.0,4.58,4.33,3.21,3.21,4.5,4.38,10.9,10.7,201.0,157.0,154.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2986.407676346492
346863,484198,2019-02-01,6256,11,2,327,Dry,Pregnant,10009.0,805.0,4.59,4.44,3.18,3.22,4.46,4.53,10.0,9.6,131.0,129.0,200.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,,5667.927648971202
346995,484364,2019-02-01,8628,11,3,346,Dry,Pregnant,8476.0,678.0,5.43,4.92,3.47,3.55,4.39,4.47,9.6,9.7,140.0,145.0,177.0,-24.0,-1.0,-1.0,-1.0,-1.0,-1.0,,5631.1882212817
347099,484490,2019-02-01,9201,11,2,242,Dry,Pregnant,11257.0,888.0,4.45,4.46,3.19,3.32,4.35,4.48,10.9,9.5,180.0,140.0,189.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,,5023.81798272936
347410,484850,2019-02-01,10791,11,2,216,Dry,Pregnant,8435.0,616.0,4.46,4.3,3.28,3.23,4.4,4.39,10.6,10.6,190.0,155.0,112.0,-18.0,-1.0,-1.0,-1.0,-1.0,-1.0,,3710.1258253956976
